iter	Logloss
0	0.6909883303
1	0.6892424959
2	0.6877002332
3	0.6850799418
4	0.6830898738
5	0.6815699547
6	0.6803239952
7	0.6791091139
8	0.6775723022
9	0.676576911
10	0.67491477
11	0.6737920745
12	0.6731368705
13	0.6720637343
14	0.6709677234
15	0.6698463518
16	0.6689335699
17	0.6683038994
18	0.6676101159
19	0.6667360469
20	0.665898688
21	0.6654500052
22	0.664697859
23	0.6640060338
24	0.6633185493
25	0.6625145745
26	0.6619875223
27	0.6614850638
28	0.6610722085
29	0.6607146026
30	0.6600982883
31	0.6595469339
32	0.6592423423
33	0.6586937313
34	0.6581704863
35	0.658062575
36	0.657290025
37	0.6567601171
38	0.6561260347
39	0.6560023274
40	0.6557471092
41	0.6552542048
42	0.6548403782
43	0.6544452894
44	0.6543304996
45	0.6540637948
46	0.6536467512
47	0.6531553606
48	0.6526223033
49	0.6521882842
50	0.6517428566
51	0.6512976771
52	0.6508810726
53	0.6506541871
54	0.6506102478
55	0.6500584979
56	0.649603936
57	0.6492394419
58	0.6488976986
59	0.6485322938
60	0.6482157145
61	0.6477000933
62	0.6473080313
63	0.646957809
64	0.6467676802
65	0.6466154897
66	0.6463860145
67	0.6461738841
68	0.6459224571
69	0.6457855341
70	0.645478577
71	0.6453250893
72	0.6450137608
73	0.6441426094
74	0.6437221199
75	0.6433808717
76	0.6431506667
77	0.6428641337
78	0.6425490841
79	0.6419534313
80	0.6415507058
81	0.6409457639
82	0.6405153658
83	0.640078414
84	0.639850188
85	0.6395511988
86	0.6394076882
87	0.6393001993
88	0.6389450812
89	0.6387987045
90	0.6385405621
91	0.6383704331
92	0.6378781599
93	0.6378317765
94	0.6371434662
95	0.6371097519
96	0.6369000564
97	0.636532947
98	0.6362126951
99	0.6360049458
100	0.6355376248
101	0.6352881221
102	0.6350238264
103	0.6349494466
104	0.6347745767
105	0.6345640594
106	0.6344565875
107	0.6341889389
108	0.6341241228
109	0.6339833015
110	0.6335999239
111	0.633067823
112	0.6328291847
113	0.6326812784
114	0.6325041786
115	0.6321052998
116	0.6319048364
117	0.631705285
118	0.6315014061
119	0.6312765098
120	0.6312364527
121	0.6312044105
122	0.631045384
123	0.6309987686
124	0.6307099016
125	0.630481435
126	0.6302651957
127	0.6300211286
128	0.6298050209
129	0.6295055005
130	0.6292817638
131	0.6287813611
132	0.6284305967
133	0.6282069528
134	0.6281738615
135	0.6278998564
136	0.6276028663
137	0.6275028077
138	0.6273561684
139	0.6272754423
140	0.6272334354
141	0.6271168788
142	0.6270212899
143	0.6267422748
144	0.6258367492
145	0.6256704298
146	0.6255246163
147	0.6253846386
148	0.6252263099
149	0.6247916048
150	0.6247400963
151	0.6246555633
152	0.6242363467
153	0.6238568272
154	0.623672494
155	0.6236302743
156	0.6234238253
157	0.6233164063
158	0.6231441269
159	0.6227105057
160	0.6226496756
161	0.6223069493
162	0.6221910816
163	0.6220548674
164	0.6214976461
165	0.621113394
166	0.6207793248
167	0.6205791532
168	0.6202692479
169	0.6201239587
170	0.6200556467
171	0.6197696029
172	0.6197055523
173	0.6192853857
174	0.6187563861
175	0.6187439517
176	0.6185979619
177	0.6184352353
178	0.6181148268
179	0.6179844155
180	0.6176517544
181	0.6173530255
182	0.617167112
183	0.6169421824
184	0.6166704491
185	0.616453057
186	0.6163128007
187	0.616105578
188	0.6158860456
189	0.6149043923
190	0.6147540056
191	0.614679852
192	0.6146531781
193	0.6140142675
194	0.613911045
195	0.613602868
196	0.6132664327
197	0.6129351416
198	0.6126428114
199	0.6124092615
200	0.6123473592
201	0.6120331701
202	0.611374138
203	0.6111344492
204	0.610898286
205	0.6105748104
206	0.610463205
207	0.6102770891
208	0.6101907204
209	0.6099565205
210	0.6097322479
211	0.609630228
212	0.6094373919
213	0.6093386081
214	0.6091292845
215	0.6090611009
216	0.6087568092
217	0.6085512729
218	0.6081365957
219	0.6080757898
220	0.6077592001
221	0.6070997272
222	0.6067854618
223	0.6065188834
224	0.6061913558
225	0.6057233034
226	0.6049935475
227	0.6048580013
228	0.6045357642
229	0.604351051
230	0.6041741855
231	0.6040871228
232	0.6038680369
233	0.6035699458
234	0.6033245332
235	0.603022096
236	0.6026919578
237	0.602624533
238	0.6019128828
239	0.6015176248
240	0.6010705301
241	0.6004380449
242	0.6000364505
243	0.5997794465
244	0.5997364414
245	0.5993210593
246	0.5988022372
247	0.5985974293
248	0.5981080082
249	0.597736225
250	0.5972154762
251	0.5969195569
252	0.5965331733
253	0.5962186287
254	0.5960702679
255	0.5957605393
256	0.595421393
257	0.5948940415
258	0.5943643327
259	0.594112998
260	0.5934406215
261	0.5927858828
262	0.5925574195
263	0.5920292361
264	0.5914891901
265	0.59116955
266	0.5907182435
267	0.590243915
268	0.5899769022
269	0.5895138725
270	0.5889400283
271	0.5884531111
272	0.5881084647
273	0.5877546113
274	0.5875639007
275	0.5872809188
276	0.5867786487
277	0.586424651
278	0.586091576
279	0.5858044403
280	0.5856211896
281	0.5851536389
282	0.5846993889
283	0.5843181594
284	0.5840071453
285	0.5835767553
286	0.5831631296
287	0.5827488258
288	0.5824919172
289	0.5821145035
290	0.5817690601
291	0.5813815438
292	0.5811151657
293	0.5807495848
294	0.5803539276
295	0.5799675719
296	0.5796767686
297	0.5793458324
298	0.579003358
299	0.5787681177
300	0.5784941176
301	0.5782241755
302	0.5778164443
303	0.5776209178
304	0.5771815174
305	0.5767335574
306	0.5765013578
307	0.5760887822
308	0.5757933937
309	0.575535528
310	0.5752023806
311	0.5749076429
312	0.5746330669
313	0.574243842
314	0.5740224794
315	0.5737339427
316	0.5734958292
317	0.5731979442
318	0.5728807712
319	0.5727093037
320	0.5724763651
321	0.5722524631
322	0.5719033441
323	0.5716806577
324	0.5713410165
325	0.5711571755
326	0.570838749
327	0.5706853287
328	0.5701599703
329	0.5697180355
330	0.5694797971
331	0.5691360786
332	0.5687049792
333	0.5681327063
334	0.567643061
335	0.5673634022
336	0.5670389711
337	0.5668020671
338	0.5665769648
339	0.5661305004
340	0.5658659697
341	0.5656552068
342	0.56543031
343	0.56507374
344	0.5648192967
345	0.5645216215
346	0.5643834506
347	0.564087408
348	0.5638462789
349	0.5635656482
350	0.5632081055
351	0.5630046303
352	0.5627579303
353	0.5625425874
354	0.5622872356
355	0.5619789451
356	0.5617801536
357	0.56162147
358	0.5613165052
359	0.5610129134
360	0.5605005848
361	0.5599330282
362	0.5598268765
363	0.559468442
364	0.5593100227
365	0.5590028228
366	0.5587998069
367	0.5583673257
368	0.5580255412
369	0.5578063144
370	0.5573808941
371	0.5571656752
372	0.5569251691
373	0.5567697723
374	0.5563597318
375	0.5561610241
376	0.5557483738
377	0.555665879
378	0.5553318518
379	0.555229031
380	0.5550036248
381	0.5549029418
382	0.554613112
383	0.5544074589
384	0.5542242947
385	0.5541245387
386	0.5537642919
387	0.5534940296
388	0.5533534234
389	0.5531344553
390	0.5529582555
391	0.5527364616
392	0.5525117455
393	0.5521581796
394	0.5519668969
395	0.5517049706
396	0.5515967968
397	0.5512742053
398	0.5511609003
399	0.5508597701
400	0.5506329605
401	0.5504788855
402	0.5502009273
403	0.5500395193
404	0.5498521214
405	0.5497071647
406	0.5494958605
407	0.5492755017
408	0.549142941
409	0.5489509763
410	0.5487650295
